DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
46550223	human	9606	CELF2	10659		HGNC:2550	OMIM:602538	Chr10 p14	Chr10:10462550-11336675(+)	"NM_001326333,NM_001025076,NM_001025077,NM_001083591,NM_001326317,NM_001326318,NM_001326319,NM_001326320,NM_001326321,NM_001326323,NM_001326324,NM_001326325,NM_001326326,NM_001326327,NM_001326328,NM_001326329,NM_001326330,NM_001326331,NM_001326332,NM_001326334,NM_001326335,NM_001326336,NM_001326337,NM_001326338,NM_001326339,NM_001326340,NM_001326341,NM_001326342,NM_001326343,NM_001326344,NM_001326345,NM_001326346,NM_001326347,NM_001326348,NM_001326349,NM_001394502,NM_001394513,NM_001394517,NM_001394518,NM_001394519,NM_006561"	"NP_001020247,NP_001020248,NP_001077060,NP_001313246,NP_001313247,NP_001313248,NP_001313249,NP_001313250,NP_001313252,NP_001313253,NP_001313254,NP_001313255,NP_001313256,NP_001313257,NP_001313258,NP_001313259,NP_001313260,NP_001313261,NP_001313262,NP_001313263,NP_001313264,NP_001313265,NP_001313266,NP_001313267,NP_001313268,NP_001313269,NP_001313270,NP_001313271,NP_001313272,NP_001313273,NP_001313274,NP_001313275,NP_001313276,NP_001313277,NP_001313278,NP_001381431,NP_001381442,NP_001381446,NP_001381447,NP_001381448,NP_006552,XP_024303544,XP_047280438,XP_047280439,XP_047280440,XP_047280441,XP_047280442,XP_047280443,XP_047280444,XP_047280445,XP_047280446,XP_047280447,XP_047280448,XP_047280449,XP_047280450,XP_047280451,XP_047280452,XP_047280454,XP_047280455,XP_047280456,XP_047280457,XP_047280458,XP_047280459,XP_047280460,XP_047280461,XP_047280462,XP_047280463,XP_047280464,XP_047280465,XP_047280466,XP_054220554,XP_054220555,XP_054220556,XP_054220557,XP_054220558,XP_054220559,XP_054220560,XP_054220561,XP_054220562,XP_054220563,XP_054220564,XP_054220565,XP_054220566,XP_054220567,XP_054220568,XP_054220569,XP_054220570,XP_054220571,XP_054220572,XP_054220573,XP_054220574,XP_054220575,XP_054220576,XP_054220577,XP_054220578,XP_054220579,XP_054220580,XP_054220581"	O95319
46550224	"mouse, laboratory"	10090	Dffb	13368	MGI:1196287			Chr4 83.78 cM	Chr4:154048904-154059578(-)	"XM_036163646,XM_006538517,XM_011250183,XM_011250184,XM_030253183,NM_007859"	"XP_011248486,XP_030109043,XP_011248485,XP_036019539,XP_006538580,NP_031885"	O54788
46550224	human	9606	DFFB	1677		HGNC:2773	OMIM:601883	Chr1 p36.32	Chr1:3857267-3885429(+)	"NM_001004285,NM_001004286,NM_001282669,NM_004402,NM_001320136,NM_001320132"	"NP_001269598,NP_001307061,NP_001307065,NP_004393,XP_011539167,XP_016855987,XP_016855988,XP_016855989,XP_054190767,XP_054190768,XP_054190769,XP_054190770"	O76075
46550225	"mouse, laboratory"	10090	Tnfrsf26	244237	MGI:2651928			Chr7 88.26 cM	Chr7:143161422-143181690(-)	"XM_036153125,NM_175649"	"XP_036009018,NP_783580"	P83626
46550226	"mouse, laboratory"	10090	Casp8ap2	26885	MGI:1349399			Chr4 14.27 cM	Chr4:32615462-32653271(+)	"XM_006537950,NM_001122978,NM_011997,XM_006537949"	"XP_006538013,XP_006538012,NP_036127,NP_001116450"	Q9WUF3
46550226	human	9606	CASP8AP2	9994		HGNC:1510	OMIM:606880	Chr6 q15	Chr6:89829880-89874436(+)	"NM_001137668,NM_001137667,NM_012115"	"NP_001131139,NP_001131140,NP_036247,XP_054188036,XP_054188037,XP_054188038,XP_054188039,XP_054188040,XP_054188041,XP_054188042,XP_054188043,XP_054188044,XP_054188045,XP_054188046,XP_054188047,XP_054188048,XP_054188049,XP_054188050,XP_054188051,XP_054188052,XP_054188053,XP_054188054,XP_054212881,XP_054212882,XP_054212883,XP_054212884,XP_054212885,XP_054212886,XP_054212887,XP_054212888,XP_054212889,XP_054212890,XP_054212891,XP_054212892,XP_054212893,XP_054212894,XP_054212895,XP_054212896,XP_054212897,XP_054212898"	Q9UKL3
46550227	"mouse, laboratory"	10090	Thoc1	225160	MGI:1919668			Chr18 4.91 cM	Chr18:9958176-9995486(+)	"NM_001417750,NM_153552,NM_001417753,NM_001417760,NM_001417754,NM_001417745,NM_001417749"	"NP_705780,NP_001404682,NP_001404683,NP_001404674,NP_001404678,NP_001404689,NP_001404679"	Q8R3N6
46550227	human	9606	THOC1	9984		HGNC:19070	OMIM:606930	Chr18 p11.32	Chr18:214520-268050(-)	NM_005131	"NP_005122,XP_011524074,XP_011524076,XP_016881593,XP_047293928,XP_054175388,XP_054175389,XP_054175390,XP_054175391"	Q96FV9
46550228	"mouse, laboratory"	10090	P4ha2	18452	MGI:894286			Chr11 32.13 cM	Chr11:53991750-54022494(+)	"NM_011031,NM_001136076,XM_006532452"	"XP_006532515,NP_001129548,NP_035161"	Q60716
46550228	human	9606	P4HA2	8974		HGNC:8547	OMIM:600608	Chr5 q31.1	Chr5:132190147-132295315(-)	"NM_001365680,NM_001142599,NM_001365681,NM_004199,NM_001365679,NM_001365677,NM_001365678,NM_001142598,NM_001017974"	"NP_001017974,NP_001136070,NP_001136071,NP_001352606,NP_001352607,NP_001352608,NP_001352609,NP_001352610,NP_004190"	O15460
46550229	"mouse, laboratory"	10090	Nid2	18074	MGI:1298229			Chr14 10.73 cM	Chr14:19801333-19861855(+)	NM_008695	NP_032721	O88322
46550229	human	9606	NID2	22795		HGNC:13389	OMIM:605399	Chr14 q22.1	Chr14:52004809-52069059(-)	NM_007361	"NP_031387,XP_005267462,XP_005267463,XP_005267464,XP_054231544,XP_054231545,XP_054231546"	Q14112
46550230	"mouse, laboratory"	10090	Map3k5	26408	MGI:1346876			Chr10 9.35 cM	Chr10:19810218-20018499(+)	"XM_006512739,NM_008580"	"XP_006512802,NP_032606"	O35099
46550230	human	9606	MAP3K5	4217		HGNC:6857	OMIM:602448	Chr6 q23.3	Chr6:136557046-136793097(-)	NM_005923	"NP_005914,XP_011534141,XP_016866361,XP_016866362,XP_016866364,XP_016866366,XP_047274740,XP_047274741,XP_047274742,XP_047274743,XP_054211428,XP_054211429,XP_054211430,XP_054211431,XP_054211432,XP_054211433,XP_054211434,XP_054211435,XP_054211436"	Q99683
46550231	"mouse, laboratory"	10090	Tpbg	21983	MGI:1341264			Chr9 46.4 cM	Chr9:85724433-85729093(+)	"NM_011627,XM_017313282,NM_001164792,XM_017313281,XM_017313280"	"XP_017168771,XP_017168770,XP_017168769,NP_035757,NP_001158264"	Q9Z0L0
46550231	human	9606	TPBG	7162		HGNC:12004	OMIM:190920	Chr6 q14.1	Chr6:82362983-82367420(+)	"NM_006670,NM_001376922,NM_001166392"	"NP_001159864,NP_001363851,NP_006661"	Q13641
46550232	"mouse, laboratory"	10090	Nusap1	108907	MGI:2675669			Chr2 59.97 cM	Chr2:119449205-119480646(+)	"NM_001042652,XM_030246564,NM_133851"	"XP_030102424,NP_598612,NP_001036117"	Q9ERH4
46550232	human	9606	NUSAP1	51203		HGNC:18538	OMIM:612818	Chr15 q15.1	Chr15:41320794-41381050(+)	"NM_016359,NM_018454,NM_001243144,NM_001243143,NM_001243142,NM_001129897,NM_001301136"	"NP_001230071,NP_001230072,NP_001230073,NP_001288065,NP_057443,NP_060924,XP_005254485,XP_005254487,XP_005254488,XP_006720622,XP_006720623,XP_006720624,XP_006720625,XP_006720626,XP_016877783,XP_047288595,XP_047288596,XP_047288597,XP_047288598,XP_047288599,XP_047288600,XP_047288601,XP_047288602,XP_054234119,XP_054234120,XP_054234121,XP_054234122,XP_054234123,XP_054234124,XP_054234125,XP_054234126,XP_054234127,XP_054234128,XP_054234129,XP_054234130,XP_054234131,XP_054234132,XP_054234133,XP_054234134,XP_054234135"	Q9BXS6
46550233	"mouse, laboratory"	10090	Tjp3	27375	MGI:1351650			Chr10 39.72 cM	Chr10:81109041-81127415(-)	"XM_006513708,NM_001282096,NM_001282095,NM_013769"	"XP_006513771,NP_001269024,NP_001269025,NP_038797"	Q9QXY1
46550233	human	9606	TJP3	27134		HGNC:11829	OMIM:612689	Chr19 p13.3	Chr19:3708362-3750813(+)	"NM_001267560,NM_001267561,NM_014428"	"NP_001254489,NP_001254490,XP_047294567,XP_054176526"	O95049
46550234	"mouse, laboratory"	10090	Dynll2	68097	MGI:1915347			Chr11 52.35 cM	Chr11:87870351-87878359(-)	"NM_026556,XM_030246257,NM_001168472,NM_001168471"	"XP_030102117,NP_001161944,NP_080832,NP_001161943"	Q9D0M5
46550234	human	9606	DYNLL2	140735		HGNC:24596	OMIM:608942	Chr17 q22	Chr17:58083419-58095542(+)	NM_080677	NP_542408	Q96FJ2
46550235	"mouse, laboratory"	10090	Hspa9	15526	MGI:96245			Chr18 18.8 cM	Chr18:35070467-35087404(-)	NM_010481	NP_034611	P38647
46550235	human	9606	HSPA9	3313		HGNC:5244	OMIM:600548	Chr5 q31.2	Chr5:138553756-138575675(-)	NM_004134	NP_004125	P38646
46550236	"mouse, laboratory"	10090	Hsd3b9	100043461	MGI:3782634			Chr3 42.77 cM	Chr3:98352991-98364442(-)	"NM_001370870,XM_001480498,XM_011240355,XM_017319861"	"XP_017175350,XP_001480548,XP_011238657,NP_001357799"	
46550236	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550236	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550237	"mouse, laboratory"	10090	Hsd3b8	100043456	MGI:3711284			Chr3 42.8 cM	Chr3:98459858-98471301(-)	"XM_017319411,NM_001270429,XM_006500808"	"XP_017174900,XP_006500871,NP_001257358"	
46550237	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550237	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550238	"mouse, laboratory"	10090	Hsd3b2	15493	MGI:96234			Chr3 42.85 cM	Chr3:98618423-98631859(-)	"XM_011240025,NM_001359741,NM_153193"	"XP_011238327,NP_001346670,NP_694873"	P26149
46550238	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550238	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550239	"mouse, laboratory"	10090	Hsd3b5	15496	MGI:104645			Chr3 42.82 cM	Chr3:98525950-98537568(-)	NM_008295	NP_032321	Q61694
46550239	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550239	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550240	"mouse, laboratory"	10090	Hsd3b1	15492	MGI:96233			Chr3 42.89 cM	Chr3:98759510-98767110(-)	"NM_008293,NM_001304800,XM_006501036"	"XP_006501099,NP_001291729,NP_032319"	P24815
46550240	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550240	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550241	"mouse, laboratory"	10090	Hsd3b4	15495	MGI:96236			Chr3 42.79 cM	Chr3:98406387-98417830(-)	"NM_001111336,XM_017319468,NM_008294"	"XP_017174957,NP_001104806,NP_032320"	Q61767
46550241	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550241	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550242	"mouse, laboratory"	10090	Hsd3b3	15494	MGI:96235			Chr3 42.86 cM	Chr3:98648839-98670443(-)	"NM_001161742,NM_001161745,NM_001161744,NM_001161743,XM_131133,XM_006501042,XM_017319466"	"XP_017174955,XP_006501105,NP_001155215,NP_001155214,NP_001155217,NP_001155216,NP_001012306"	P26150
46550242	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550242	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550243	"mouse, laboratory"	10090	Hsd3b6	15497	MGI:109598			Chr3 42.88 cM	Chr3:98712820-98721759(-)	NM_013821	NP_038849	O35469
46550243	human	9606	HSD3B1	3283		HGNC:5217	OMIM:109715	Chr1 p12	Chr1:119507198-119515058(+)	"NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615,NM_000862,NM_001328615"	"NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544,NP_000853,NP_001315544"	"P14060,P14060,P14060,P14060,P14060,P14060,P14060,P14060"
46550243	human	9606	HSD3B2	3284		HGNC:5218	OMIM:613890	Chr1 p12	Chr1:119414931-119423035(+)	"NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198,NM_001166120,NM_000198"	"NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592,NP_000189,NP_001159592"	"P26439,P26439,P26439,P26439,P26439,P26439,P26439,P26439"
46550244	"mouse, laboratory"	10090	E2f5	13559	MGI:105091			Chr3 3.1 cM	Chr3:14643701-14671369(+)	"XM_006530051,NM_007892"	"XP_006530114,NP_031918"	Q61502
46550244	human	9606	E2F5	1875		HGNC:3119	OMIM:600967	Chr8 q21.2	Chr8:85177154-85217158(+)	"NM_001951,NM_001083588,NM_001083589"	"NP_001077057,NP_001077058,NP_001942"	Q15329
46550245	"mouse, laboratory"	10090	Dnd1	213236	MGI:2447763			Chr18 19.46 cM	Chr18:36896724-36899267(-)	NM_173383	NP_775559	Q6VY05
46550245	human	9606	DND1	373863		HGNC:23799	OMIM:609385	Chr5 q31.3	Chr5:140670794-140673576(-)	NM_194249	NP_919225	Q8IYX4
46550246	"mouse, laboratory"	10090	Hes6	55927	MGI:1859852			Chr1 46.12 cM	Chr1:91339205-91341760(-)	"XM_036152469,NM_001360899,NM_001360900,NM_019479"	"XP_036008362,NP_001347828,NP_001347829,NP_062352"	Q9JHE6
46550246	human	9606	HES6	55502		HGNC:18254	OMIM:610331	Chr2 q37.3	Chr2:238238267-238240662(-)	"NM_018645,NM_001282434,NM_001142853"	"NP_001136325,NP_001269363,NP_061115"	Q96HZ4
46550247	"mouse, laboratory"	10090	Pip4k2c	117150	MGI:2152214			Chr10 74.5 cM	Chr10:127032936-127047454(-)	"NM_054097,XM_036155520,XM_011243288,XM_011243289,XM_006513121,NM_001359280"	"XP_036011413,XP_006513184,XP_011241591,XP_011241590,NP_001346209,NP_473438"	Q91XU3
46550247	human	9606	PIP4K2C	79837		HGNC:23786	OMIM:617104	Chr12 q13.3	Chr12:57591174-57603418(+)	"NM_001146260,NM_024779,NM_001146258,NM_001146259"	"NP_001139730,NP_001139731,NP_001139732,NP_079055,XP_005269209,XP_011537049,XP_047285507,XP_047285508,XP_054229219,XP_054229220,XP_054229221,XP_054229222"	Q8TBX8
46550248	"mouse, laboratory"	10090	Akip1	57373	MGI:3041226			Chr7 57.44 cM	Chr7:109302897-109311396(+)	"XM_006508055,NM_020616,XM_036153280,XM_011241869,XM_006508057,XM_011241870,XM_030242826"	"XP_011240171,XP_011240172,XP_030098686,XP_006508118,XP_036009173,XP_006508120,NP_065641"	Q9JJR5
46550248	human	9606	AKIP1	56672		HGNC:1170	OMIM:609191	Chr11 p15.4	Chr11:8911139-8920084(+)	"NM_020642,NM_001206648,NM_001206647,NM_001206646,NM_001206645,NM_182901"	"NP_001193575,NP_001193576,NP_001193577,NP_065693,XP_016873500,XP_047283217,XP_054225340,XP_054225341"	Q9NQ31
46550249	"mouse, laboratory"	10090	Pcnt	18541	MGI:102722			Chr10 38.8 cM	Chr10:76187097-76278620(-)	"XM_017313842,NM_001428742,NM_008787,XM_006513348,XM_017313843,XM_017313839,XM_017313838,XM_011243382,XM_006513356,XM_017313845,XM_011243383,XM_006513353,XM_036155684,XM_036155685,XM_036155688,XM_017313841,XM_011243384,NM_001428741,XM_030244950,XM_036155687,XM_036155686,NM_001282992,XM_017313840"	"XP_017169334,XP_006513419,XP_017169331,XP_017169332,XP_017169330,XP_006513416,XP_036011580,XP_030100810,XP_036011581,XP_036011578,XP_036011579,XP_036011577,XP_011241684,XP_011241685,XP_011241686,XP_017169329,XP_017169328,XP_006513411,XP_017169327,NP_001415670,NP_001269921,NP_001415671,NP_032813"	P48725
46550249	human	9606	PCNT	5116		HGNC:16068	OMIM:605925	Chr21 q22.3	Chr21:46324124-46445769(+)	"NM_001315529,NM_006031"	"NP_001302458,NP_006022"	O95613
46550250	"mouse, laboratory"	10090	Btbd2	208198	MGI:1933831			Chr10 39.72 cM	Chr10:80478457-80492328(-)	"NM_001379084,NM_145361,XM_354550"	"NP_663336,NP_001366013"	
46550250	human	9606	BTBD2	55643		HGNC:15504	OMIM:608531	Chr19 p13.3	Chr19:1985438-2034881(-)	NM_017797	"NP_060267,XP_047295021,XP_047295022,XP_047295023,XP_047295024,XP_054177380,XP_054177381,XP_054177382,XP_054177383"	Q9BX70
46550251	"mouse, laboratory"	10090	Ppp3cc	19057	MGI:107162			Chr14 36.3 cM	Chr14:70455314-70526920(-)	"XM_036158519,XM_030247691,NM_001424520,XM_017315924,NM_008915,NM_001304991,NM_001360229,NM_001304992,XM_030247690,XM_036158517,XM_036158518,XM_036158514,XM_036158516,XM_036158513,XM_036158520,XM_036158515"	"XP_036014412,XP_036014413,XP_036014410,XP_030103550,XP_036014411,XP_030103551,XP_036014408,XP_036014407,XP_036014409,XP_017171413,XP_036014406,NP_032941,NP_001291921,NP_001291920,NP_001411449,NP_001347158"	P48455
46550251	human	9606	PPP3CC	5533		HGNC:9316	OMIM:114107	Chr8 p21.3	Chr8:22440819-22541142(+)	"NM_001243975,NM_001243974,NM_005605"	"NP_001230903,NP_001230904,NP_005596,XP_047277897,XP_047277898,XP_054216746,XP_054216747"	P48454
46550252	"mouse, laboratory"	10090	Ppp1r15b	108954	MGI:2444211			Chr1 57.8 cM	Chr1:133058904-133067538(+)	NM_133819	NP_598580	Q8BFW3
46550252	human	9606	PPP1R15B	84919		HGNC:14951	OMIM:613257	Chr1 q32.1	Chr1:204395826-204411887(-)	NM_032833	"NP_116222,XP_005245608,XP_047288474,XP_054195243,XP_054195244"	Q5SWA1
46550253	"mouse, laboratory"	10090	Bub1b	12236	MGI:1333889			Chr2 59.4 cM	Chr2:118428692-118472072(+)	"NM_009773,XM_006498622"	"XP_006498685,NP_033903"	Q9Z1S0
46550253	human	9606	BUB1B	701		HGNC:1149	OMIM:602860	Chr15 q15.1	Chr15:40161023-40221123(+)	NM_001211	NP_001202	O60566
46550254	"mouse, laboratory"	10090	Btbd6	399566	MGI:3026623			Chr12 61.5 cM	Chr12:112940102-112942565(+)	"XM_017315125,XM_006516056,XM_017315127,XM_017315126,NM_001145900,NM_201646"	"XP_017170614,XP_017170615,XP_017170616,XP_006516119,NP_001139372,NP_964008"	Q8K2J9
46550254	human	9606	BTBD6	90135		HGNC:19897		Chr14 q32.33	Chr14:105248533-105251093(+)	"NM_033271,NM_001387567"	"NP_001374496,NP_150374"	Q96KE9
46550255	"mouse, laboratory"	10090	Mmp14	17387	MGI:101900			Chr14 27.79 cM	Chr14:54669055-54679913(+)	NM_008608	NP_032634	P53690
46550255	human	9606	MMP14	4323		HGNC:7160	OMIM:600754	Chr14 q11.2	Chr14:22836560-22849041(+)	NM_004995	NP_004986	P50281
46550256	"mouse, laboratory"	10090	Cyp1b1	13078	MGI:88590			Chr17 50.3 cM	Chr17:80014369-80022490(-)	"NM_009994,NM_001364889"	"NP_034124,NP_001351818"	Q64429
46550256	human	9606	CYP1B1	1545		HGNC:2597	OMIM:601771	Chr2 p22.2	Chr2:38066973-38109902(-)	NM_000104	NP_000095	Q16678
46550257	"mouse, laboratory"	10090	Cbr1b	435489	MGI:3646098			Chr16 54.54 cM	Chr16:93424985-93427339(+)			
46550257	human	9606	CBR1	873		HGNC:1548	OMIM:114830	Chr21 q22.12	Chr21:36069941-36073166(+)	"NM_001286789,NM_001757,NM_001286789,NM_001757"	"NP_001273718,NP_001748,NP_001273718,NP_001748"	"P16152,P16152"
